,is_accepted,score,last_activity_date,last_edit_date,creation_date,answer_id,question_id,content_license,owner.reputation,owner.user_id,owner.user_type,owner.profile_image,owner.display_name,owner.link,owner.accept_rate,community_owned_date
0,False,1,1662364438,1662364438.0,1662312127,73601419,71590885,CC BY-SA 4.0,25,15809316,registered,https://i.stack.imgur.com/wkklp.jpg?s=256&g=1,WindLeaf_qwq,https://stackoverflow.com/users/15809316/windleaf-qwq,,
1,False,1,1662364406,1662364406.0,1662311011,73601290,73572645,CC BY-SA 4.0,12972,941531,registered,https://www.gravatar.com/avatar/a5b3dab7ce6e710dbca170ef59e6c715?s=256&d=identicon&r=PG,Arty,https://stackoverflow.com/users/941531/arty,,
2,False,0,1662363801,1662363801.0,1662307295,73600846,73514657,CC BY-SA 4.0,407233,67579,registered,https://i.stack.imgur.com/BJXub.png?s=256&g=1,Willem Van Onsem,https://stackoverflow.com/users/67579/willem-van-onsem,81.0,
3,False,0,1662363542,1662363542.0,1662280629,73597916,60390132,CC BY-SA 4.0,238,13059465,registered,https://lh3.googleusercontent.com/-gbx8lmQU2ck/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nAKl8OcL_4jxMJUQ_zTuMdzUYEU9Q/photo.jpg?sz=256,Mohammed_7aafar,https://stackoverflow.com/users/13059465/mohammed-7aafar,,
4,False,0,1662363389,1662363389.0,1662262380,73596622,73595360,CC BY-SA 4.0,272591,642706,registered,https://i.stack.imgur.com/ZWEI3.jpg?s=256&g=1,Basil Bourque,https://stackoverflow.com/users/642706/basil-bourque,58.0,
5,False,-1,1662362888,1662362888.0,1662329471,73603135,73602454,CC BY-SA 4.0,2189,5876803,registered,https://www.gravatar.com/avatar/eee86c7f065a1e3c7de8f111d402a806?s=256&d=identicon&r=PG&f=1,Alexey,https://stackoverflow.com/users/5876803/alexey,,
6,False,0,1662362762,1662362762.0,1662291584,73599058,46435715,CC BY-SA 4.0,1,19915814,registered,https://lh3.googleusercontent.com/a/AItbvmnNkcxMO-87brT5gu-RwHZdMMmLiIbBC5-QjqJj=k-s256,ravishankar d,https://stackoverflow.com/users/19915814/ravishankar-d,,
7,True,3,1662362610,1662362610.0,1662308114,73600939,73600769,CC BY-SA 4.0,59148,1269567,registered,https://i.stack.imgur.com/tLzFU.png?s=256&g=1,Bogumił Kamiński,https://stackoverflow.com/users/1269567/bogumi%c5%82-kami%c5%84ski,,
8,True,0,1662362357,1662362357.0,1662299357,73599934,73582075,CC BY-SA 4.0,49875,5841306,registered,https://i.stack.imgur.com/Civ0G.jpg?s=256&g=1,Barbaros &#214;zhan,https://stackoverflow.com/users/5841306/barbaros-%c3%96zhan,,
9,False,0,1662362132,1662362132.0,1662323145,73602619,73600208,CC BY-SA 4.0,2899,16462878,registered,https://www.gravatar.com/avatar/fcab3bf3a05f10fe2779908f1abd8d34?s=256&d=identicon&r=PG&f=1,cards,https://stackoverflow.com/users/16462878/cards,,
10,False,0,1662362047,1662362047.0,1662324197,73602711,73478454,CC BY-SA 4.0,39,12533203,registered,https://www.gravatar.com/avatar/3e7f077ddef82c33e9ae20baf4ee2685?s=256&d=identicon&r=PG&f=1,Plutonergy,https://stackoverflow.com/users/12533203/plutonergy,,
11,False,0,1662361058,1662361058.0,1662306612,73600761,73599911,CC BY-SA 4.0,1681,366209,registered,https://www.gravatar.com/avatar/e10b7d37b81d16a89a83eaf4a9db6c45?s=256&d=identicon&r=PG,LatinSuD,https://stackoverflow.com/users/366209/latinsud,,
12,False,0,1662360511,1662360511.0,1662312859,73601494,73579200,CC BY-SA 4.0,4921,819887,registered,https://www.gravatar.com/avatar/c5756945e574ccc4a9bc52f3c8094ad7?s=256&d=identicon&r=PG&f=1,surfmuggle,https://stackoverflow.com/users/819887/surfmuggle,80.0,
13,False,1,1662360336,1662360336.0,1662276827,73597575,56994436,CC BY-SA 4.0,1101,7713056,registered,https://www.gravatar.com/avatar/5a2561f5c0233d2d707c2132b9d7f807?s=256&d=identicon&r=PG&f=1,Aniket Kariya,https://stackoverflow.com/users/7713056/aniket-kariya,,
14,False,1,1662360201,1662360201.0,1662322198,73602512,73602265,CC BY-SA 4.0,6269,2828341,registered,https://i.stack.imgur.com/lB0kQ.jpg?s=256&g=1,lepsch,https://stackoverflow.com/users/2828341/lepsch,,
15,False,1,1662359875,1662359875.0,1662319023,73602152,73601778,CC BY-SA 4.0,11,3638816,registered,https://i.stack.imgur.com/gNsTF.png?s=256&g=1,cryzereye,https://stackoverflow.com/users/3638816/cryzereye,,
16,False,0,1662359623,1662359623.0,1662311225,73601312,73599580,CC BY-SA 4.0,408,10550655,registered,https://www.gravatar.com/avatar/d01a19c5d6caf06c868401a99102ea98?s=256&d=identicon&r=PG&f=1,Michael Katt,https://stackoverflow.com/users/10550655/michael-katt,,
17,False,0,1662359207,1662359207.0,1662306206,73600718,73599469,CC BY-SA 4.0,69193,179715,registered,https://www.gravatar.com/avatar/e240f1a5bb197450dfb8934dd55d9e3a?s=256&d=identicon&r=PG,jamesdlin,https://stackoverflow.com/users/179715/jamesdlin,80.0,
18,False,0,1662359001,1662359001.0,1662325393,73602809,24302398,CC BY-SA 4.0,33,10430570,registered,https://www.gravatar.com/avatar/50c58c28cfbabcae86444d519a5e2f9e?s=256&d=identicon&r=PG&f=1,Laz ,https://stackoverflow.com/users/10430570/laz,,
19,False,0,1662358885,1662358885.0,1662304898,73600570,73598908,CC BY-SA 4.0,32786,1646240,registered,https://www.gravatar.com/avatar/cbd5c282ccb929604467e3b3f900b0d5?s=256&d=identicon&r=PG,StepUp,https://stackoverflow.com/users/1646240/stepup,91.0,
20,False,0,1662358450,1662358450.0,1662284168,73598275,73585843,CC BY-SA 4.0,53124,12993861,registered,https://www.gravatar.com/avatar/5dd8efc4033f38668b5a7715b31bbcab?s=256&d=identicon&r=PG,stefan,https://stackoverflow.com/users/12993861/stefan,,
21,False,0,1662357596,1662357596.0,1662271212,73597101,73593934,CC BY-SA 4.0,61,13039951,registered,https://lh4.googleusercontent.com/-magi5vHpzF4/AAAAAAAAAAI/AAAAAAAACsY/AKF05nCZtNy-5AflEKO_YsdpxoWOKtJsmQ/photo.jpg?sz=256,Damiano Dotto,https://stackoverflow.com/users/13039951/damiano-dotto,,
22,False,-2,1662357515,1662357515.0,1662276717,73597569,30230592,CC BY-SA 4.0,1,18187222,registered,https://lh3.googleusercontent.com/a-/AOh14Ghy9gLN3Nz--wt32l4xJiJJJom_IM7t6XNCcCEt=k-s256,ramin rahimi,https://stackoverflow.com/users/18187222/ramin-rahimi,,
23,False,0,1662357172,1662357172.0,1662280603,73597913,73437606,CC BY-SA 4.0,11,19913709,registered,https://www.gravatar.com/avatar/8a712decf0d9163b52da4a59cff6f483?s=256&d=identicon&r=PG,lepainbrioche,https://stackoverflow.com/users/19913709/lepainbrioche,,
24,False,0,1662357039,1662357039.0,1662320202,73602280,73602212,CC BY-SA 4.0,49169,6574038,registered,https://i.stack.imgur.com/BzBRY.png?s=256&g=1,jay.sf,https://stackoverflow.com/users/6574038/jay-sf,95.0,
25,False,-3,1662355474,1662355474.0,1662314450,73601673,73601585,CC BY-SA 4.0,45,17895323,registered,https://lh3.googleusercontent.com/a/AATXAJyDP-0zmlY3Y7M25Oh5cRj_WGcrYGLkUCsHB2Gt=k-s256,Beauty Of Salvation In Christ,https://stackoverflow.com/users/17895323/beauty-of-salvation-in-christ,,
26,False,0,1662353178,1662353178.0,1662298283,73599815,63388135,CC BY-SA 4.0,43,12138271,registered,https://lh6.googleusercontent.com/-AMstQBO-TzI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcXE_aWLZFHdt-5FYGuP4jVw7QRpQ/photo.jpg?sz=256,LearnUseZone,https://stackoverflow.com/users/12138271/learnusezone,,
27,False,0,1662352909,1662352909.0,1662326158,73602869,73600957,CC BY-SA 4.0,13558,9132707,registered,https://www.gravatar.com/avatar/f12beb3b6caac330d6ebf6c855c35d1e?s=256&d=identicon&r=PG&f=1,postanote,https://stackoverflow.com/users/9132707/postanote,,
28,True,2,1662352430,1662352430.0,1662304922,73600575,73423278,CC BY-SA 4.0,10840,14475852,registered,https://www.gravatar.com/avatar/0aa9ec064c415b0a901c94548c45f5b5?s=256&d=identicon&r=PG&f=1,Chandan,https://stackoverflow.com/users/14475852/chandan,,
29,False,-1,1662352207,1662352207.0,1662291532,73599053,73598861,CC BY-SA 4.0,362,2377758,registered,https://www.gravatar.com/avatar/3155ed86bd3b53502138629800a38f71?s=256&d=identicon&r=PG,Philip J. Rayment,https://stackoverflow.com/users/2377758/philip-j-rayment,,
30,False,1,1662351572,1662351572.0,1662272960,73597228,73597100,CC BY-SA 4.0,28,8514911,registered,https://www.gravatar.com/avatar/e30d334e95e8677201bfc133f24c9db4?s=256&d=identicon&r=PG&f=1,Arman Ashoori,https://stackoverflow.com/users/8514911/arman-ashoori,,
31,False,0,1662351502,1662351502.0,1662267289,73596880,73587528,CC BY-SA 4.0,1276,14555001,registered,https://i.stack.imgur.com/fXJsx.jpg?s=256&g=1,Mr. R,https://stackoverflow.com/users/14555001/mr-r,,
32,False,0,1662351490,1662351490.0,1662335670,73603526,73600518,CC BY-SA 4.0,549,17128041,registered,https://lh3.googleusercontent.com/a-/AOh14Gi4paW0drOXL1o35A_YDg1Ey5j6_qESa4g9Y3NTeQ=k-s256,sidharth vijayakumar,https://stackoverflow.com/users/17128041/sidharth-vijayakumar,,
33,False,0,1662348805,1662348805.0,1662333878,73603425,73583359,CC BY-SA 4.0,8173,4799035,registered,https://i.stack.imgur.com/tuyZM.jpg?s=256&g=1,Christopher Jones,https://stackoverflow.com/users/4799035/christopher-jones,,
34,False,1,1662348632,1662348632.0,1662255992,73596356,73596066,CC BY-SA 4.0,17326,438273,registered,https://www.gravatar.com/avatar/88ad8bc15f1a9e787531e9b20340973a?s=256&d=identicon&r=PG,jsejcksn,https://stackoverflow.com/users/438273/jsejcksn,70.0,
35,False,0,1662347713,1662347713.0,1662313362,73601549,73600330,CC BY-SA 4.0,5157,15521392,registered,https://lh3.googleusercontent.com/a-/AOh14GjSWglYUyGv-uoYjigP4kZMVaYstO5phF1fddGB=k-s256,Rabinzel,https://stackoverflow.com/users/15521392/rabinzel,,
36,True,0,1662346233,1662346233.0,1662331927,73603301,73581428,CC BY-SA 4.0,1272,1526396,registered,https://www.gravatar.com/avatar/60cc3fccdc81057bbca0e483381c5017?s=256&d=identicon&r=PG,TinyTiger,https://stackoverflow.com/users/1526396/tinytiger,41.0,
37,False,1,1662346213,1662346213.0,1662334780,73603466,73603369,CC BY-SA 4.0,3998,9242225,registered,https://www.gravatar.com/avatar/084d353933084ad0d1266529dfd72b29?s=256&d=identicon&r=PG,WillD,https://stackoverflow.com/users/9242225/willd,,
38,False,0,1662345343,1662345343.0,1662300403,73600047,73599199,CC BY-SA 4.0,385,10650407,registered,https://lh4.googleusercontent.com/-ztYREuItQ8I/AAAAAAAAAAI/AAAAAAAAAC8/HjDLBEUCxuk/photo.jpg?sz=256,bewithyou,https://stackoverflow.com/users/10650407/bewithyou,,
39,False,1,1662345311,1662345311.0,1662273420,73597260,73596757,CC BY-SA 4.0,18846,3068190,registered,https://i.stack.imgur.com/YDAi7.jpg?s=256&g=1,samthecodingman,https://stackoverflow.com/users/3068190/samthecodingman,,
